"unidade";"natureza da despesa";"valor"
"PROGRAMA REDE INTERINSTITUCIONAL DE COMBATE À POBREZA NA AGRICULTURA FAMILIAR: FOMENTO À PARTICIPAÇÃO SOCIAL, À ECONOMIA SOLIDÁRIA E À INCLUSÃO PRODUTIVA NO TERRITÓRIO DO MATO GRANDE/RN)";"AUX. FINANCEIRO ESTUDANTE";"R$        15.200,00"
"PROGRAMA REDE INTERINSTITUCIONAL DE COMBATE À POBREZA NA AGRICULTURA FAMILIAR: FOMENTO À PARTICIPAÇÃO SOCIAL, À ECONOMIA SOLIDÁRIA E À INCLUSÃO PRODUTIVA NO TERRITÓRIO DO MATO GRANDE/RN)";"CAPITAL";"R$         4.500,00"
"PROGRAMA REDE INTERINSTITUCIONAL DE COMBATE À POBREZA NA AGRICULTURA FAMILIAR: FOMENTO À PARTICIPAÇÃO SOCIAL, À ECONOMIA SOLIDÁRIA E À INCLUSÃO PRODUTIVA NO TERRITÓRIO DO MATO GRANDE/RN)";"CUSTEIO";"R$        42.945,46"
"PROGRAMA REDE INTERINSTITUCIONAL DE COMBATE À POBREZA NA AGRICULTURA FAMILIAR: FOMENTO À PARTICIPAÇÃO SOCIAL, À ECONOMIA SOLIDÁRIA E À INCLUSÃO PRODUTIVA NO TERRITÓRIO DO MATO GRANDE/RN)";"DIÁRIAS";"R$        77.851,12"
"PROGRAMA REDE INTERINSTITUCIONAL DE COMBATE À POBREZA NA AGRICULTURA FAMILIAR: FOMENTO À PARTICIPAÇÃO SOCIAL, À ECONOMIA SOLIDÁRIA E À INCLUSÃO PRODUTIVA NO TERRITÓRIO DO MATO GRANDE/RN)";"EQUIP. MATERIAL PERMANENTE";"R$         4.445,65"
"PROGRAMA REDE INTERINSTITUCIONAL DE COMBATE À POBREZA NA AGRICULTURA FAMILIAR: FOMENTO À PARTICIPAÇÃO SOCIAL, À ECONOMIA SOLIDÁRIA E À INCLUSÃO PRODUTIVA NO TERRITÓRIO DO MATO GRANDE/RN)";"MAT. CONSUMO";"R$        37.972,08"
"PROGRAMA REDE INTERINSTITUCIONAL DE COMBATE À POBREZA NA AGRICULTURA FAMILIAR: FOMENTO À PARTICIPAÇÃO SOCIAL, À ECONOMIA SOLIDÁRIA E À INCLUSÃO PRODUTIVA NO TERRITÓRIO DO MATO GRANDE/RN)";"PASSAGENS";"R$         4.427,09"
"PROGRAMA REDE INTERINSTITUCIONAL DE COMBATE À POBREZA NA AGRICULTURA FAMILIAR: FOMENTO À PARTICIPAÇÃO SOCIAL, À ECONOMIA SOLIDÁRIA E À INCLUSÃO PRODUTIVA NO TERRITÓRIO DO MATO GRANDE/RN)";"SERV. PESSOA FÍSICA";"R$        97.510,13"
"PROGRAMA REDE INTERINSTITUCIONAL DE COMBATE À POBREZA NA AGRICULTURA FAMILIAR: FOMENTO À PARTICIPAÇÃO SOCIAL, À ECONOMIA SOLIDÁRIA E À INCLUSÃO PRODUTIVA NO TERRITÓRIO DO MATO GRANDE/RN)";"SERV. PESSOA JURÍDICA";"R$         7.089,49"
"PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E MEIO AMBIENTE - PRODEMA - FPG";"AUX. FINANCEIRO ESTUDANTE";"R$        10.000,00"
"PROGRAMA REGIONAL DE PÓS-GRADUAÇÃO EM DESENVOLVIMENTO E MEIO AMBIENTE - PRODEMA - FPG";"CUSTEIO";"R$        27.877,01"
"PROGRAMA REUNI";"AUX. FINANCEIRO ESTUDANTE";"R$     7.245.666,28"
"PROGRAMA REUNI";"CAPITAL";"R$   142.764.918,40"
"PROGRAMA REUNI";"CUSTEIO";"R$   109.100.646,04"
"PROGRAMA REUNI";"DIÁRIAS";"R$        40.915,93"
"PROGRAMA REUNI";"EQUIP. MATERIAL PERMANENTE";"R$    97.688.608,47"
"PROGRAMA REUNI";"LOC. MÃO-DE-OBRA";"R$         6.947,29"
"PROGRAMA REUNI";"MAT. CONSUMO";"R$       971.794,90"
"PROGRAMA REUNI";"OBRAS E INSTALAÇÕES";"R$   155.830.006,04"
"PROGRAMA REUNI";"OBRIGAÇÕES CONTRIBUTIVAS";"R$         2.054,40"
"PROGRAMA REUNI";"OBRIGAÇÕES PATRONAIS";"R$         3.129,00"
"PROGRAMA REUNI";"OUTRAS DESPESAS CORRENTES - OPERAÇÃO ENTRE ÓRGÃOS";"R$         2.000,00"
"PROGRAMA REUNI";"PAGAMENTO DE CAPITAL";"R$       116.278,83"
"PROGRAMA REUNI";"PASSAGENS";"R$       109.985,95"
"PROGRAMA REUNI";"PERMANENTE /EXERCICIO ANTERIOR";"R$           395,00"
"PROGRAMA REUNI";"SERV. PESSOA FÍSICA";"R$     8.805.384,43"
"PROGRAMA REUNI";"SERV. PESSOA JURÍDICA";"R$    16.745.233,34"
"PROGRAMA REUNI";"TRANF.PJ";"R$     2.112.248,50"
"PROGRAMA TELA RURAL - ANO 2";"CUSTEIO";"R$         4.981,60"
"PROGRAMA TRILHAS POTIGUARES";"AUX. FINANCEIRO ESTUDANTE";"R$         1.920,00"
"PROGRAMA TRILHAS POTIGUARES";"CAPITAL";"R$        99.098,64"
"PROGRAMA TRILHAS POTIGUARES";"CUSTEIO";"R$       102.694,49"
"PROGRAMA TRILHAS POTIGUARES";"DIÁRIAS";"R$             0,00"
"PROGRAMA TRILHAS POTIGUARES";"EQUIP. MATERIAL PERMANENTE";"R$        17.295,50"
"PROGRAMA TRILHAS POTIGUARES";"MAT. CONSUMO";"R$         9.254,74"
"PROGRAMA TRILHAS POTIGUARES";"SERV. PESSOA JURÍDICA";"R$         7.733,87"
"PROGRAMA TRILHAS POTIGUARES - 2014";"CUSTEIO";"R$       123.820,99"
"PROGRAMA TRILHAS POTIGUARES - 2014";"MAT. CONSUMO";"R$        20.068,84"
"PROGRAMA TRILHAS POTIGUARES - 2014";"SERV. PESSOA JURÍDICA";"R$         5.579,41"
"PROGRAMA UNIVERSIDADE DO SAMBA";"CUSTEIO";"R$         2.000,00"
"PROJETAR 2015";"CUSTEIO";"R$         8.300,00"
"PROJETAR 2015";"EQUIP. MATERIAL PERMANENTE";"R$         2.379,00"
"PROJETAR 2015";"SERV. PESSOA JURÍDICA";"R$         2.806,40"
"PROJETO ARAM";"AUX. FINANCEIRO ESTUDANTE";"R$         1.062,00"
"PROJETO ARAM";"CUSTEIO";"R$         7.000,00"
"PROJETO ARAM";"DIÁRIAS";"R$         1.390,85"
"PROJETO ARAM";"EQUIP. MATERIAL PERMANENTE";"R$           420,00"
"PROJETO ARAM";"MAT. CONSUMO";"R$           606,00"
"PROJETO ARAM";"PASSAGENS";"R$             0,00"
"PROJETO ARAM";"SERV. PESSOA JURÍDICA";"R$           420,00"
"PROJETO AYRAM II: SOCIALIZAÇÃO E INCÂMBIO DE CONHECIMENTOS E TECNOLOGIAS DE CONVIVÊNCIA PRODUTIVA COM A SECA NO BIOMA CAATINGA";"CUSTEIO";"R$         4.994,00"
"PROJETO AYRAM II: SOCIALIZAÇÃO E INCÂMBIO DE CONHECIMENTOS E TECNOLOGIAS DE CONVIVÊNCIA PRODUTIVA COM A SECA NO BIOMA CAATINGA";"DIÁRIAS";"R$         1.646,46"
"PROJETO CAATINGA: ASSESSORIA A CAMPONESES DE ASSENTAMENTOS DE REFORMA AGRÁRIA DO SEMIÁRIDO NO MUNICÍPIO DE JOÃO CÂMARA / RN (2015)";"CUSTEIO";"R$         2.860,20"
"PROJETO DE CONSERVAÇÃO DA COLEÇÃO PARTICULAR ZILA MAMEDE";"CUSTEIO";"R$         3.114,79"
"PROJETO DE CONSERVAÇÃO DA COLEÇÃO PARTICULAR ZILA MAMEDE";"MAT. CONSUMO";"R$         1.448,48"
"PROJETO DE CONSERVAÇÃO DA COLEÇÃO UFRN";"CUSTEIO";"R$         1.178,00"
"PROJETO DE DESENVOLVIMENTO INSTITUCIONAL - AÇÕES ACADÊMICAS 2015-2019";"CUSTEIO";"R$     2.036.640,00"
"PROJETO DE DESENVOLVIMENTO INSTITUCIONAL - AÇÕES ACADÊMICAS 2015-2019";"DIV.EXERCÍCIOS ANTERIORES";"R$        25.146,98"
"PROJETO DE DESENVOLVIMENTO INSTITUCIONAL - AÇÕES ACADÊMICAS 2015-2019";"SERV. PESSOA JURÍDICA";"R$     5.266.509,14"
"PROJETO DE ENSINO E MONITORIA PARA AS DISCIPLINAS ECOLOGIA DE POPULAÇÕES E ECOLOGIA DE ESTATÍSTICA (2015)";"CUSTEIO";"R$         6.395,00"
"PROJETO DE ENSINO E MONITORIA PARA AS DISCIPLINAS ECOLOGIA DE POPULAÇÕES E ECOLOGIA DE ESTATÍSTICA (2015)";"EQUIP. MATERIAL PERMANENTE";"R$         3.415,00"
"PROJETO DE EXTENSÃO DE ANÁLISES QUÍMICA DE ALIMENTOS PARA RUMINANTES E MONOGÁSTRICOS PARA PRODUTORES RURAIS.";"CUSTEIO";"R$         4.500,00"
"PROJETO DE EXTENSÃO DE ANÁLISES QUÍMICA DE ALIMENTOS PARA RUMINANTES E MONOGÁSTRICOS PARA PRODUTORES RURAIS.";"MAT. CONSUMO";"R$         1.742,80"
"PROJETO DE EXTENSÃO DE PRESTAÇÃO DE SERVIÇOS EM ANÁLISES BROMATOLÓGICAS";"CUSTEIO";"R$         1.000,00"
"PROJETO DE EXTENSÃO DE PRESTAÇÃO DE SERVIÇOS EM ANÁLISES BROMATOLÓGICAS";"MAT. CONSUMO";"R$           300,00"
"PROJETO DE EXTENSÃO DE PRESTAÇÃO DE SERVIÇOS TÉCNICOS EM ANÁLISES BROMATOLÓGICAS";"CUSTEIO";"R$         3.065,40"
"PROJETO DE EXTENSÃO DE PRESTAÇÃO DE SERVIÇOS TÉCNICOS EM ANÁLISES BROMATOLÓGICAS";"EQUIP. MATERIAL PERMANENTE";"R$           380,00"
"PROJETO DE EXTENSÃO DE PRESTAÇÃO DE SERVIÇOS TÉCNICOS EM ANÁLISES BROMATOLÓGICAS";"MAT. CONSUMO";"R$         2.554,60"
"PROJETO DE EXTENSÃO FUTEBOL PARA TODOS EDUCANDO ATRAVÉS DO ESPORTE, DO CONVÍVIO E DO LAZER";"CUSTEIO";"R$         1.024,20"
"PROJETO DE EXTENSÃO - UTILIZANDO A REDE PARA ESTRUTURAR A REDE: SANTA CRUZ CONTRA O AEDES AEGYPTI";"CUSTEIO";"R$         2.355,00"
"PROJETO DE EXTENSÃO - UTILIZANDO A REDE PARA ESTRUTURAR A REDE: SANTA CRUZ CONTRA O AEDES AEGYPTI";"MAT. CONSUMO";"R$         1.449,84"
"PROJETO DE FOMENTO ÀS ATIVIDADES DO TEATRO-LABORATÓRIO JESIEL FIGUEIREDO (2015)";"CUSTEIO";"R$        20.267,60"
"PROJETO DE FOMENTO ÀS ATIVIDADES DO TEATRO-LABORATÓRIO JESIEL FIGUEIREDO (2015)";"EQUIP. MATERIAL PERMANENTE";"R$         6.922,95"
"PROJETO DE FOMENTO ÀS ATIVIDADES DO TEATRO-LABORATÓRIO JESIEL FIGUEIREDO (2015)";"MAT. CONSUMO";"R$         2.545,45"
"PROJETO DE FORTALECIMENTO DAS ATIVIDADES DE APICULTURA NA REGIÃO LESTE POTIGUAR";"CUSTEIO";"R$         2.000,00"
"PROJETO DE FORTALECIMENTO DAS ATIVIDADES DE APICULTURA NA REGIÃO LESTE POTIGUAR";"MAT. CONSUMO";"R$           364,33"
"PROJETO DE FORTALECIMENTO DAS ATIVIDADES DE APICULTURA NAS REGIÕES AGRESTE, POTENGI E TRAIRI DO RIO GRANDE DO NORTE";"CUSTEIO";"R$         4.993,76"
"PROJETO DE FORTALECIMENTO DAS ATIVIDADES DE APICULTURA NAS REGIÕES AGRESTE, POTENGI E TRAIRI DO RIO GRANDE DO NORTE";"MAT. CONSUMO";"R$         2.360,53"
"PROJETO DE RESIDENCIA EM CIRURGIA BUCOMAXILAR";"CUSTEIO";"R$             1,00"
"PROJETO DE RESIDENCIA EM CIRURGIA BUCOMAXILAR";"EQUIP. MATERIAL PERMANENTE";"R$        95.834,99"
"PROJETO DE RESIDENCIA EM CIRURGIA BUCOMAXILAR";"MAT. CONSUMO";"R$        26.252,20"
"PROJETO ESPERANÇA VIVA";"CUSTEIO";"R$         6.350,74"
"PROJETO ESPERANÇA VIVA";"PASSAGENS";"R$         8.583,98"
"PROJETO ESPERANÇA VIVA";"SERV. PESSOA JURÍDICA";"R$         2.506,90"
"PROJETO INTEGRADO DE MELHORIA DO ENSINO DE GESTÃO DE POLÍTICAS PÚBLICAS (2015)";"CUSTEIO";"R$        13.840,02"
"PROJETO INTEGRADO DE MELHORIA DO ENSINO DE GESTÃO DE POLÍTICAS PÚBLICAS (2015)";"EQUIP. MATERIAL PERMANENTE";"R$         9.741,98"
"PROJETO INTEGRADO DE MELHORIA DO ENSINO DE GESTÃO DE POLÍTICAS PÚBLICAS (2015)";"OBRIGAÇÕES PATRONAIS";"R$           640,00"
"PROJETO INTEGRADO DE MELHORIA DO ENSINO DE GESTÃO DE POLÍTICAS PÚBLICAS (2015)";"SERV. PESSOA FÍSICA";"R$         3.200,00"
"PROJETO MÃE CIDADÃ: ATENÇÃO MULTIPROFISSIONAL E EDUCAÇÃO EM SAÚDE PARA GESTANTES DE ALTO RISCO";"CUSTEIO";"R$         1.479,00"
"PROJETO MÃE CIDADÃ: CIDADANIA COMO REFLEXO DA ATENÇÃO MULTIPROFISSIONAL ÀS GESTANTES DE ALTO RISCO";"CUSTEIO";"R$         1.500,00"
"PROJETO MÃE CIDADÃ: EUCAÇÃO E CUIDADO MULTIPROFISSIONAL PARA GESTANTES DE ALTO RISCO";"CUSTEIO";"R$         2.406,60"
"PROJETO NEUROCINE";"CUSTEIO";"R$         1.788,90"
"PROJETO NEUROCINE";"MAT. CONSUMO";"R$           529,50"
"PROJETO NEUROCINE 2013";"CUSTEIO";"R$         2.419,80"
"PROJETO NEUROCINE 2013";"EQUIP. MATERIAL PERMANENTE";"R$         1.825,00"
"PROJETO NEUROCINE 2013";"MAT. CONSUMO";"R$           420,00"
"PROJETO POP-RN";"CUSTEIO";"R$     2.336.279,44"
"PROJETO POP-RN";"EQUIP. MATERIAL PERMANENTE";"R$         1.817,78"
"PROJETO POP-RN";"SERV. PESSOA JURÍDICA";"R$       431.285,37"
"PROJETOS ACADÊMICOS - EAJ";"MAT. CONSUMO";"R$           184,20"
"PROJETOS ACADÊMICOS - ECT";"AUX. FINANCEIRO ESTUDANTE";"R$           360,00"
"PROJETOS ACADÊMICOS - EMUFRN";"DIÁRIAS";"R$             0,00"
"PROJETOS ESTRATÉGICOS";"AUX. FINANCEIRO ESTUDANTE";"R$        10.501,36"
"PROJETOS ESTRATÉGICOS";"CUSTEIO";"R$     1.491.103,00"
"PROJETOS ESTRATÉGICOS";"SERV. PESSOA JURÍDICA";"R$        44.814,49"
"PROJETO SESU/MEC 02";"AUX. FINANCEIRO ESTUDANTE";"R$         3.040,00"
"PROJETO SESU/MEC 02";"CAPITAL";"R$         2.399,00"
"PROJETO SESU/MEC 02";"CUSTEIO";"R$        92.063,26"
"PROJETO SESU/MEC 02";"DIÁRIAS";"R$             0,00"
"PROJETO SESU/MEC 02";"EQUIP. MATERIAL PERMANENTE";"R$         2.337,00"
"PROJETO SESU/MEC 02";"MAT. CONSUMO";"R$           958,89"
"PROJETO SESU/MEC 02";"SERV. PESSOA JURÍDICA";"R$         6.199,00"
"PROJETO SESU/MEC 03";"CAPITAL";"R$        32.300,00"
"PROJETO SESU/MEC 03";"CUSTEIO";"R$       206.829,13"
"PROJETO SESU/MEC 03";"DIÁRIAS";"R$         4.945,30"
"PROJETO SESU/MEC 03";"EQUIP. MATERIAL PERMANENTE";"R$        33.667,00"
"PROJETO SESU/MEC 03";"MAT. CONSUMO";"R$        23.448,11"
"PROJETO SESU/MEC 03";"PASSAGENS";"R$             0,00"
"PROJETO SESU/MEC 03";"SERV. PESSOA FÍSICA";"R$           442,50"
"PROJETO SESU/MEC 03";"SERV. PESSOA JURÍDICA";"R$         2.316,00"
"PROJETO SESU/MEC 04";"AUX. FINANCEIRO ESTUDANTE";"R$         8.160,00"
"PROJETO SESU/MEC 04";"CAPITAL";"R$        38.000,00"
"PROJETO SESU/MEC 04";"CUSTEIO";"R$        94.175,33"
"PROJETO SESU/MEC 04";"DIÁRIAS";"R$         6.395,30"
"PROJETO SESU/MEC 04";"EQUIP. MATERIAL PERMANENTE";"R$         5.385,74"
"PROJETO SESU/MEC 04";"MAT. CONSUMO";"R$        16.734,31"
"PROJETO SESU/MEC 04";"PASSAGENS";"R$         3.188,69"
"PROJETO SESU/MEC 05";"CAPITAL";"R$        20.700,00"
"PROJETO SESU/MEC 05";"CUSTEIO";"R$        82.675,12"
"PROJETO SESU/MEC 05";"DIÁRIAS";"R$         3.208,61"
"PROJETO SESU/MEC 05";"EQUIP. MATERIAL PERMANENTE";"R$        20.667,00"
"PROJETO SESU/MEC 05";"MAT. CONSUMO";"R$        17.919,90"
"PROJETO SESU/MEC 06";"AUX. FINANCEIRO ESTUDANTE";"R$           120,00"
"PROJETO SESU/MEC 06";"CAPITAL";"R$        14.153,00"
"PROJETO SESU/MEC 06";"CUSTEIO";"R$        67.521,40"
"PROJETO SESU/MEC 06";"DIÁRIAS";"R$         3.421,14"
"PROJETO SESU/MEC 06";"EQUIP. MATERIAL PERMANENTE";"R$        14.144,00"
"PROJETO SESU/MEC 06";"MAT. CONSUMO";"R$        22.238,89"
"PROJETO SESU/MEC 07";"AUX. FINANCEIRO ESTUDANTE";"R$         2.160,00"
"PROJETO SESU/MEC 07";"CAPITAL";"R$        20.000,00"
"PROJETO SESU/MEC 07";"CUSTEIO";"R$        79.097,80"
"PROJETO SESU/MEC 07";"DIÁRIAS";"R$           670,21"
"PROJETO SESU/MEC 07";"EQUIP. MATERIAL PERMANENTE";"R$        12.951,80"
"PROJETO SESU/MEC 07";"MAT. CONSUMO";"R$         6.569,13"
"PROJETO SESU/MEC 07";"SERV. PESSOA JURÍDICA";"R$        15.924,80"
"PROJETO SESU/MEC 07";"TRANF.PJ";"R$         2.188,00"
"PROJETO SESU/MEC 08";"CAPITAL";"R$        11.869,70"
"PROJETO SESU/MEC 08";"CUSTEIO";"R$        68.526,40"
"PROJETO SESU/MEC 08";"DIÁRIAS";"R$         1.911,90"
"PROJETO SESU/MEC 08";"EQUIP. MATERIAL PERMANENTE";"R$        11.869,70"
"PROJETO SESU/MEC 08";"MAT. CONSUMO";"R$           776,25"
"PROJETO SESU/MEC 08";"PASSAGENS";"R$             0,00"
"PROJETO SESU/MEC 08";"SERV. PESSOA JURÍDICA";"R$         7.252,00"
"PROJETO SESU/MEC 09";"CAPITAL";"R$        11.000,00"
"PROJETO SESU/MEC 09";"CUSTEIO";"R$        51.384,00"
"PROJETO SESU/MEC 09";"EQUIP. MATERIAL PERMANENTE";"R$        19.657,00"
"PROJETO SESU/MEC 10";"CAPITAL";"R$        17.148,90"
"PROJETO SESU/MEC 10";"CUSTEIO";"R$       102.341,54"
"PROJETO SESU/MEC 10";"EQUIP. MATERIAL PERMANENTE";"R$        16.054,00"
"PROJETO SESU/MEC 10";"MAT. CONSUMO";"R$         1.732,03"
"PROJETO SESU/MEC 11";"AUX. FINANCEIRO ESTUDANTE";"R$         1.687,00"
"PROJETO SESU/MEC 11";"CAPITAL";"R$        17.212,98"
"PROJETO SESU/MEC 11";"CUSTEIO";"R$        88.071,95"
"PROJETO SESU/MEC 11";"EQUIP. MATERIAL PERMANENTE";"R$        16.226,00"
"PROJETO SESU/MEC 11";"OBRIGAÇÕES PATRONAIS";"R$           487,00"
"PROJETO SESU/MEC 11";"PASSAGENS";"R$             0,00"
"PROJETO SESU/MEC 11";"SERV. PESSOA FÍSICA";"R$         2.435,00"
"PROJETO SESU/MEC 12";"CAPITAL";"R$        69.300,00"
"PROJETO SESU/MEC 12";"CUSTEIO";"R$       227.727,29"
"PROJETO SESU/MEC 12";"EQUIP. MATERIAL PERMANENTE";"R$        74.331,66"
"PROJETO SESU/MEC 12";"MAT. CONSUMO";"R$         9.247,77"
"PROJETO SESU/MEC 12";"SERV. PESSOA JURÍDICA";"R$         2.430,00"
"PROJETO SESU/MEC 13";"CAPITAL";"R$         6.250,00"
"PROJETO SESU/MEC 13";"CUSTEIO";"R$        47.407,77"
"PROJETO SESU/MEC 13";"DIÁRIAS";"R$         2.562,91"
"PROJETO SESU/MEC 13";"EQUIP. MATERIAL PERMANENTE";"R$         6.866,00"
"PROJETO SESU/MEC 13";"MAT. CONSUMO";"R$           839,25"
"PROJETO SESU/MEC 13";"PASSAGENS";"R$         1.902,52"
"PROJETO SESU/MEC 14";"CAPITAL";"R$         9.050,00"
"PROJETO SESU/MEC 14";"CUSTEIO";"R$       149.017,69"
"PROJETO SESU/MEC 14";"DIÁRIAS";"R$         1.797,30"
"PROJETO SESU/MEC 14";"EQUIP. MATERIAL PERMANENTE";"R$         1.715,00"
"PROJETO SESU/MEC 14";"MAT. CONSUMO";"R$           315,25"
"PROJETO SESU/MEC 14";"OBRIGAÇÕES PATRONAIS";"R$           480,00"
"PROJETO SESU/MEC 14";"SERV. PESSOA FÍSICA";"R$        67.052,00"
"PROJETO SESU/MEC 14";"SERV. PESSOA JURÍDICA";"R$           200,00"
"PROJETO SESU/MEC 15";"CAPITAL";"R$        32.148,00"
"PROJETO SESU/MEC 15";"CUSTEIO";"R$       229.823,78"
"PROJETO SESU/MEC 15";"DIÁRIAS";"R$             0,00"
"PROJETO SESU/MEC 15";"EQUIP. MATERIAL PERMANENTE";"R$        29.951,01"
"PROJETO SESU/MEC 15";"INDENIZAÇÕES E RESTITUIÇÕE";"R$         2.003,37"
"PROJETO SESU/MEC 15";"MAT. CONSUMO";"R$        16.816,64"
"PROJETO SESU/MEC 15";"SERV. PESSOA JURÍDICA";"R$        11.153,02"
"PROJETO VIR-A-VILA GRUPO DE COMUNICADORAS E COMUNICADORES ADOLESCENTES E JOVENS DA VILA DE PONTA NEGRA";"CUSTEIO";"R$         2.000,00"
"PROJETO VOADOR- AGREGAÇÃO DE VALOR E RENDA";"CUSTEIO";"R$         7.000,00"
"PROJETO VOADOR- AGREGAÇÃO DE VALOR E RENDA";"MAT. CONSUMO";"R$           803,64"
"PRÓ-LEITE SERIDÓ: PROGRAMA DE FORTALECIMENTO";"AUX. FINANCEIRO ESTUDANTE";"R$           400,00"
"PRÓ-LEITE SERIDÓ: PROGRAMA DE FORTALECIMENTO";"CAPITAL";"R$        27.879,00"
"PRÓ-LEITE SERIDÓ: PROGRAMA DE FORTALECIMENTO";"CUSTEIO";"R$        82.121,00"
"PRÓ-LEITE SERIDÓ: PROGRAMA DE FORTALECIMENTO";"DIÁRIAS";"R$         1.611,92"
"PRÓ-LEITE SERIDÓ: PROGRAMA DE FORTALECIMENTO";"EQUIP. MATERIAL PERMANENTE";"R$        46.983,60"
"PRÓ-LEITE SERIDÓ: PROGRAMA DE FORTALECIMENTO";"MAT. CONSUMO";"R$         5.813,38"
"PRÓ-LEITE SERIDÓ: PROGRAMA DE FORTALECIMENTO";"PASSAGENS";"R$             0,00"
"PRÓ-LEITE SERIDÓ: PROGRAMA DE FORTALECIMENTO";"SERV. PESSOA FÍSICA";"R$           442,50"
"PROMISAES";"AUX. FINANCEIRO ESTUDANTE";"R$             0,00"
"PROMISAES";"CUSTEIO";"R$       208.992,00"
"PROMOÇÃO DA SAÚDE EM COLETIVIDADES: AÇÕES ORIENTADAS PARA A MELHORIA DO CONTROLE DA QUALIDADE HIGIÊNICO-SANITÁRIA DE UAN'S.";"CUSTEIO";"R$         3.000,00"
"PROMOVENDO A EDUCAÇÃO EM SAÚDE NAS ESCOLAS: CONSTRUINDO COM CRIANÇAS E ADOLESCENTES SABERES E PRÁTICAS DE PRIMEIROS SOCORROS";"CUSTEIO";"R$         2.000,00"
"PROMOVENDO A EDUCAÇÃO EM SAÚDE NAS ESCOLAS: CONSTRUINDO COM CRIANÇAS E ADOLESCENTES SABERES E PRÁTICAS DE PRIMEIROS SOCORROS";"EQUIP. MATERIAL PERMANENTE";"R$         1.877,99"
"PROMOVENDO A SAÚDE NAS ESCOLAS DE FORMA LÚDICA: CONSTRUINDO COM CRIANÇAS E ADOLESCENTES SABERES E PRÁTICAS DE PRIMEIROS SOCORROS";"CUSTEIO";"R$         3.222,00"
"PROMOVENDO A SAÚDE NAS ESCOLAS DE FORMA LÚDICA: CONSTRUINDO COM CRIANÇAS E ADOLESCENTES SABERES E PRÁTICAS DE PRIMEIROS SOCORROS";"DIÁRIAS";"R$           840,65"
"PROPESQ - METROPOLE DIGITAL";"AUX. FINANCEIRO ESTUDANTE";"R$             0,00"
"PROPESQ - METROPOLE DIGITAL";"CUSTEIO";"R$       454.565,81"
"PROPESQ - METROPOLE DIGITAL";"DIÁRIAS";"R$         1.303,23"
"PROPESQ - METROPOLE DIGITAL";"EQUIP. MATERIAL PERMANENTE";"R$        46.517,68"
"PROPESQ - METROPOLE DIGITAL";"MAT. CONSUMO";"R$         1.783,55"
"PROPESQ - METROPOLE DIGITAL";"PASSAGENS";"R$         5.314,55"
"PROPESQ - METROPOLE DIGITAL";"SERV. PESSOA FÍSICA";"R$        13.350,00"
"PROPESQ - METROPOLE DIGITAL";"SERV. PESSOA JURÍDICA";"R$       264.669,46"
"PROPLAN/NCC";"CUSTEIO";"R$            75,57"
"PROPLAN/NCC";"EQUIP. MATERIAL PERMANENTE";"R$         2.309,00"
"PROPLAN/NCC";"SERV. PESSOA JURÍDICA";"R$        23.300,00"
"PROPLAN - SECRETARIA ADMINISTRATIVA";"AUX. FINANCEIRO ESTUDANTE";"R$           480,00"
"PROPLAN - SECRETARIA ADMINISTRATIVA";"EQUIP. MATERIAL PERMANENTE";"R$         1.700,00"
"PRÓ-QUILOMBOLA: NEGROS DO RIACHO, COMUNIDADE E UNIVERSIDADE JUNTOS (2016)";"DIÁRIAS";"R$        29.492,00"
"PRÓ-QUILOMBOLA: NEGROS DO RIACHO, COMUNIDADE E UNIVERSIDADE JUNTOS (2016)";"EQUIP. MATERIAL PERMANENTE";"R$       132.593,60"
"PRÓ-QUILOMBOLA: NEGROS DO RIACHO, COMUNIDADE E UNIVERSIDADE JUNTOS (2016)";"MAT. CONSUMO";"R$        11.509,88"
"PRÓ-QUILOMBOLA: NEGROS DO RIACHO, COMUNIDADE E UNIVERSIDADE JUNTOS (2016)";"PASSAGENS";"R$         9.000,00"
"PRÓ-QUILOMBOLA: NEGROS DO RIACHO, COMUNIDADE E UNIVERSIDADE JUNTOS (2016)";"SERV. PESSOA JURÍDICA";"R$         2.301,00"
"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"AUX. FINANCEIRO ESTUDANTE";"R$       973.690,25"
"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"CAPITAL";"R$        26.610,30"
"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"CUSTEIO";"R$     5.949.017,80"
"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"DIÁRIAS";"R$       219.565,53"
"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"DIV.EXERCÍCIOS ANTERIORES";"R$        48.075,17"
"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"EQUIP. MATERIAL PERMANENTE";"R$     1.783.652,12"
"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"INDENIZAÇÕES E RESTITUIÇÕE";"R$        10.286,59"
"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"LOC. MÃO-DE-OBRA";"R$       839.258,55"
"PRÓ-REITORIA DE ADMINISTRAÇÃO (PROAD)";"MAT. CONSUMO";"R$     2.025.652,74"
